id|BIK|namebanka|korschet
3882|"046568996"|"ﾓﾐﾀﾋﾑﾈﾁ"" ﾂ ﾃ.ﾅﾊﾀﾒﾅﾐﾈﾍﾁﾓﾐﾃ, ﾃ. ﾅﾊﾀﾒﾅﾐﾈﾍﾁﾓﾐﾃ"""|"30101810600000000996"
3883|"044585431"|"ﾎﾐﾁ"", ﾃ. ﾌﾎﾑﾊﾂﾀ"""|"30101810900000000431"
3884|"048602814"|"ﾖﾅﾍﾒﾐﾀﾋﾜﾍﾎﾅ ﾎﾂﾊ""ﾎﾀﾎ, ﾃ. ﾏﾅﾒﾐﾎﾇﾀﾂﾎﾄﾑﾊ"""|"30101810100000000814"
3885|"041856862"|"ﾌﾄﾌ-ﾁﾀﾍﾊ"" ﾂ ﾃ.ﾂﾎﾋﾆﾑﾊﾈﾉ, ﾃ. ﾂﾎﾋﾆﾑﾊﾈﾉ"""|"30101810100000000862"
3886|"044030723"|"ﾑﾅﾂ.ﾑﾒﾎﾋﾈﾖﾀ""ﾇﾀﾎ""ﾐﾀﾉﾔﾔﾀﾉﾇﾅﾍﾁﾀﾍﾊ ﾀﾂﾑﾒﾐﾈﾟ, ﾃ. ﾑﾀﾍﾊﾒ-ﾏﾅﾒﾅﾐﾁﾓﾐﾃ"""|"30101810100000000723"
3887|"044585435"|"ﾌﾀﾊﾑﾈﾌﾀ"" (ﾎﾎﾎ), ﾃ. ﾌﾎﾑﾊﾂﾀ"""|"30101810100000000435"
3888|"045805721"|"ﾖﾅﾍﾒﾐﾀﾋﾜﾍﾎﾅ ﾎﾂﾊ"", ﾃ. ﾏﾑﾊﾎﾂ"""|"30101810100000000721"
3889|"046015214"|"ﾞﾆﾍﾛﾉ"" ﾎﾀﾎ ﾁﾀﾍﾊﾀ ""ﾐﾔﾒ"", ﾃ. ﾐﾎﾑﾒﾎﾂ-ﾍﾀ-ﾄﾎﾍﾓ"""|"30101810700000000214"
3890|"046015217"|"ﾐﾝﾁ""(ﾇﾀﾎ), ﾃ. ﾐﾎﾑﾒﾎﾂ-ﾍﾀ-ﾄﾎﾍﾓ"""|"30101810600000000217"
3891|"044585439"|"ﾁﾀﾍﾊﾈﾐﾑﾊﾈﾉ ﾄﾎﾌ"", ﾃ. ﾌﾎﾑﾊﾂﾀ"""|"30101810300000000439"
3892|"047501967"|"ﾌﾈﾁ"", ﾃ. ﾗﾅﾋﾟﾁﾈﾍﾑﾊ"""|"30101810500000000967"
3893|"041117772"|"ﾐﾎﾑﾑﾅﾋﾜﾕﾎﾇﾁﾀﾍﾊ"", ﾃ. ﾀﾐﾕﾀﾍﾃﾅﾋﾜﾑﾊ"""|"30101810000000000772"
3894|"044102813"|"ﾈﾍﾊﾀﾑﾁﾀﾍﾊ"", ﾃ. ﾃﾀﾒﾗﾈﾍﾀ"""|"30101810800000000813"
3895|"046401733"|"ﾑﾀﾕﾀﾋﾈﾍﾑﾊﾈﾉ"" ﾎﾀﾎ ""ﾀﾋﾜﾔﾀ-ﾁﾀﾍﾊ"", ﾃ. ﾞﾆﾍﾎ-ﾑﾀﾕﾀﾋﾈﾍﾑﾊ"""|"30101810200000000733"
3896|"049408711"|"ﾓﾐﾀﾋﾜﾑﾊﾈﾉ ﾒﾐﾀﾑﾒﾎﾂﾛﾉ ﾁﾀﾍﾊ"", ﾃ. ﾃﾋﾀﾇﾎﾂ"""|"30101810700000000711"
3897|"040407708"|"ﾎﾐﾑ"" (ﾎﾀﾎ), ﾃ. ﾊﾐﾀﾑﾍﾎﾟﾐﾑﾊ"""|"30103810400000000708"
3898|"041806863"|"ﾐﾎﾑﾑﾅﾋﾜﾕﾎﾇﾁﾀﾍﾊ"", ﾃ. ﾂﾎﾋﾃﾎﾃﾐﾀﾄ"""|"30101810900000000863"
3899|"044599991"|"ﾐﾅﾇﾅﾐﾂﾍﾛﾅ ﾔﾈﾍﾀﾍﾑﾛ"", ﾃ. ﾌﾎﾑﾊﾂﾀ"""|"30103810500000000991"
3900|"044599997"|"ﾅﾀﾔﾀ-ﾁﾀﾍﾊ"", ﾃ. ﾌﾎﾑﾊﾂﾀ"""|"30101810700000000997"
3901|"047102969"|"ﾌﾄﾌ-ﾁﾀﾍﾊ"" ﾂ ﾃ.ﾒﾞﾌﾅﾍﾜ, ﾃ. ﾒﾞﾌﾅﾍﾜ"""|"30101810000000000969"
3902|"041501763"|"ﾖﾅﾍﾒﾐﾀﾋﾜﾍﾎﾅ ﾎﾂﾊ"", ﾃ. ﾁﾐﾟﾍﾑﾊ"""|"30101810500000000763"
3903|"047601740"|"ﾐﾎﾑﾑﾅﾋﾜﾕﾎﾇﾁﾀﾍﾊ"", ﾃ. ﾗﾈﾒﾀ"""|"30101810400000000740"
3904|"047888738"|"ﾟﾐﾎﾑﾋﾀﾂﾑﾊﾈﾉ"" ﾎﾀﾎ ""ﾀﾋﾜﾔﾀ-ﾁﾀﾍﾊ"", ﾃ. ﾟﾐﾎﾑﾋﾀﾂﾋﾜ"""|"30101810400000000738"
3905|"048201931"|"ﾑﾀﾌﾓﾐ""ﾎﾎﾎ""ﾝﾑﾈﾄﾁﾀﾍﾊ"", ﾑ. ﾀﾕﾒﾛ"""|"30101810400000000931"
3906|"040349521"|"ﾂﾁﾐﾐ"" ﾂ ﾃ.ﾊﾐﾀﾑﾍﾎﾄﾀﾐﾅ, ﾃ. ﾊﾐﾀﾑﾍﾎﾄﾀﾐ"""|"30101810100000000521"
3907|"048230932"|"ﾞﾃﾈﾍﾂﾅﾑﾒ""ﾎﾎﾎ ﾈﾊﾁ""ﾄﾀﾃﾅﾑﾒﾀﾍﾍﾎﾂﾀﾖﾈﾟ"", ﾑ. ﾌﾀﾃﾀﾐﾀﾌﾊﾅﾍﾒ"""|"30101810700000000932"
3908|"041203703"|"ﾒﾐﾀﾍﾑﾊﾐﾅﾄﾈﾒﾁﾀﾍﾊﾀ"" ﾂ ﾃ.ﾀﾑﾒﾐﾀﾕﾀﾍﾈ, ﾃ. ﾀﾑﾒﾐﾀﾕﾀﾍﾜ"""|"30101810700000000703"
3909|"046015215"|"ﾁﾈﾍ-ﾐﾎﾑﾒﾎﾂ-ﾍﾀ-ﾄﾎﾍﾓ""ﾀﾊﾁ""ﾁﾈﾍ""(ﾎﾀﾎ), ﾃ. ﾐﾎﾑﾒﾎﾂ-ﾍﾀ-ﾄﾎﾍﾓ"""|"30101810000000000215"
3910|"048268933"|"ﾄﾀﾃﾏﾐﾎﾌﾑﾒﾐﾎﾉﾁﾀﾍﾊ"", ﾃ. ﾄﾅﾐﾁﾅﾍﾒ"""|"30101810100000000933"
3911|"049246920"|"ﾄﾅﾂﾎﾍ-ﾊﾐﾅﾄﾈﾒ""(ﾎﾀﾎ), ﾃ. ﾍﾈﾆﾍﾅﾊﾀﾌﾑﾊ"""|"30101810700000000920"
3912|"043807305"|"ﾏﾅﾐﾂﾛﾉ ﾇﾅﾌﾅﾋﾜﾍﾛﾉ ﾐﾖ"" (ﾎﾎﾎ), ﾃ. ﾊﾓﾐﾑﾊ"""|"30103810900000000305"
3913|"040396547"|"ﾑﾎﾗﾈﾈﾍﾊﾎﾌﾁﾀﾍﾊ"", ﾃ. ﾑﾎﾗﾈ"""|"30101810900000000547"
3914|"041708773"|"ﾏﾐﾎﾌﾑﾂﾟﾇﾜﾁﾀﾍﾊ"", ﾃ. ﾂﾋﾀﾄﾈﾌﾈﾐ"""|"30101810900000000773"
3915|"041909745"|"ﾀﾊﾁ ﾑﾀﾐﾎﾂﾁﾈﾇﾍﾅﾑﾁﾀﾍﾊ"", ﾃ. ﾂﾎﾋﾎﾃﾄﾀ"""|"30101810100000000745"
3916|"042202848"|"ﾌﾄﾌ-ﾁﾀﾍﾊ"" ﾂ ﾃ.ﾍﾈﾆﾍﾈﾉ ﾍﾎﾂﾃﾎﾐﾎﾄ, ﾃ. ﾍﾈﾆﾍﾈﾉ ﾍﾎﾂﾃﾎﾐﾎﾄ"""|"30101810600000000848"
3917|"044583959"|"ﾔ-ﾋ ﾊﾁ ﾁﾀﾋﾒﾑﾎﾖﾊﾎﾌﾁﾀﾍﾊ (ﾎﾎﾎ) ﾂ ﾃ.ﾌﾎﾑﾊﾂﾅ, ﾃ. ﾌﾎﾑﾊﾂﾀ"|"30101810200000000959"
3918|"047501968"|"ﾌﾄﾌ-ﾁﾀﾍﾊ"" ﾂ ﾃ.ﾗﾅﾋﾟﾁﾈﾍﾑﾊ, ﾃ. ﾗﾅﾋﾟﾁﾈﾍﾑﾊ"""|"30101810800000000968"
3919|"043735333"|"ﾊﾓﾐﾃﾀﾍﾈﾍﾊﾀﾑﾑ"", ﾃ. ﾊﾓﾐﾃﾀﾍ"""|"30103810700000000333"
3920|"045209825"|"ﾑﾈﾁﾁﾈﾇﾍﾅﾑﾁﾀﾍﾊ"", ﾃ. ﾎﾌﾑﾊ"""|"30101810800000000825"
3921|"040484792"|"ﾐﾎﾑﾑﾅﾋﾜﾕﾎﾇﾁﾀﾍﾊ"", ﾃ. ﾊﾐﾀﾑﾍﾎﾟﾐﾑﾊ"""|"30101810600000000792"
3922|"044959725"|"ﾖﾅﾍﾒﾐﾀﾋﾜﾍﾎﾅ ﾎﾂﾊ"", ﾃ. ﾂﾅﾋﾈﾊﾈﾉ ﾍﾎﾂﾃﾎﾐﾎﾄ"""|"30101810400000000725"
3923|"047106967"|"ﾒﾞﾌﾅﾍﾜﾝﾍﾅﾐﾃﾎﾁﾀﾍﾊ"", ﾃ. ﾒﾞﾌﾅﾍﾜ"""|"30101810000000000967"
3924|"044579474"|"ﾅﾂﾐﾎﾈﾍﾂﾅﾑﾒ"" (ﾎﾎﾎ), ﾃ. ﾌﾎﾑﾊﾂﾀ"""|"30103810100000000474"
3925|"044705786"|"ﾌﾓﾐﾌﾀﾍﾑﾊﾈﾉ"" ﾎﾀﾎ ""ﾀﾋﾜﾔﾀ-ﾁﾀﾍﾊ"", ﾃ. ﾌﾓﾐﾌﾀﾍﾑﾊ"""|"30101810200000000786"
3926|"048144734"|"ﾂﾎﾑﾒﾑﾈﾁﾒﾐﾀﾍﾑﾊﾎﾌﾁﾀﾍﾊ"", ﾏﾃﾒ. ﾒﾀﾊﾑﾈﾌﾎ"""|"30101810400000000734"
3927|"048860725"|"ﾌﾏﾁ""ﾈﾄﾅﾋﾜﾁﾀﾍﾊ""ﾉﾎﾘﾊﾀﾐﾎﾋﾈﾍﾑﾊﾈﾉ"", ﾃ. ﾉﾎﾘﾊﾀﾐ-ﾎﾋﾀ"""|"30101810600000000725"
3928|"040349526"|"ﾌﾅﾒﾐﾀﾊﾎﾌﾁﾀﾍﾊ""ﾂ ﾃ.ﾊﾐﾀﾑﾍﾎﾄﾀﾐﾅ, ﾃ. ﾊﾐﾀﾑﾍﾎﾄﾀﾐ"""|"30101810600000000526"
3929|"042520707"|"ﾌﾅﾒﾊﾎﾌﾁﾀﾍﾊ"", ﾃ. ﾘﾅﾋﾅﾕﾎﾂ"""|"30101810800000000707"
3930|"046015216"|"ﾌﾄﾌ-ﾁﾀﾍﾊ"" ﾂ ﾃ.ﾐﾎﾑﾒﾎﾂ-ﾍﾀ-ﾄﾎﾍﾓ, ﾃ. ﾐﾎﾑﾒﾎﾂ-ﾍﾀ-ﾄﾎﾍﾓ"""|"30101810300000000216"
3931|"049229921"|"ﾄﾅﾂﾎﾍ-ﾊﾐﾅﾄﾈﾒ""(ﾎﾀﾎ), ﾃ. ﾇﾀﾈﾍﾑﾊ"""|"30101810100000000921"
3932|"049232922"|"ﾀﾈﾊﾁ""ﾒﾀﾒﾔﾎﾍﾄﾁﾀﾍﾊ"", ﾃ. ﾍﾀﾁﾅﾐﾅﾆﾍﾛﾅ ﾗﾅﾋﾍﾛ"""|"30101810400000000922"
3933|"049401712"|"ﾈﾆﾅﾂﾑﾊﾈﾉ ﾔﾈﾋﾈﾀﾋ ﾁﾀﾍﾊﾀ ﾌﾎﾑﾊﾂﾛ"", ﾃ. ﾈﾆﾅﾂﾑﾊ"""|"30101810700000000712"
3934|"043304792"|"ﾊﾈﾐﾎﾂﾑﾊﾈﾉ"" ﾎﾀﾎ ""ﾓﾁﾐﾈﾐ"", ﾃ. ﾊﾈﾐﾎﾂ"""|"30101810200000000792"
3935|"046015218"|"ﾔﾈﾋﾈﾀﾋ ﾀﾊﾁ ﾅﾂﾐﾎﾔﾈﾍﾀﾍﾑ ﾌﾎﾑﾍﾀﾐﾁﾀﾍﾊ,ﾐﾎﾑﾒﾎﾂ-ﾄﾎﾍ, ﾃ. ﾐﾎﾑﾒﾎﾂ-ﾍﾀ-ﾄﾎﾍﾓ"|"30101810900000000218"
3936|"046577977"|"ﾓﾐﾀﾋﾜﾑﾊﾈﾉ"" ﾔﾁ ""ﾄﾈﾀﾋﾎﾃ-ﾎﾏﾒﾈﾌ"" (ﾎﾎﾎ), ﾃ. ﾅﾊﾀﾒﾅﾐﾈﾍﾁﾓﾐﾃ"""|"30101810100000000977"
3937|"048860726"|"ﾒﾐﾅﾒﾈﾉ ﾐﾈﾌ""(ﾇﾀﾎ)-""ﾉﾎﾘﾊﾀﾐ-ﾎﾋﾀ"", ﾃ. ﾉﾎﾘﾊﾀﾐ-ﾎﾋﾀ"""|"30101810900000000726"
3938|"040395527"|"ﾌﾅﾒﾐﾀﾊﾎﾌﾁﾀﾍﾊ""ﾂ ﾃ.ﾍﾎﾂﾎﾐﾎﾑﾑﾈﾉﾑﾊﾅ, ﾃ. ﾍﾎﾂﾎﾐﾎﾑﾑﾈﾉﾑﾊ"""|"30101810800000000527"
3939|"040502858"|"ﾔﾈﾋﾈﾀﾋ ﾎﾀﾎ ﾂﾍﾅﾘﾒﾎﾐﾃﾁﾀﾍﾊ ﾂ ﾃ.ﾂﾋﾀﾄﾈﾂﾎﾑﾒﾎﾊﾅ, ﾃ. ﾂﾋﾀﾄﾈﾂﾎﾑﾒﾎﾊ"|"30101810700000000858"
3940|"040816732"|"ﾐﾅﾃﾈﾎﾁﾀﾍﾊ"" ﾂﾀﾍﾈﾍﾑﾊﾈﾉ, ﾏﾃﾒ. ﾂﾀﾍﾈﾍﾎ"""|"30101810700000000732"
3941|"042282881"|"ﾍﾎﾌﾎﾑ-ﾁﾀﾍﾊﾀ"" (ﾇﾀﾎ), ﾃ. ﾍﾈﾆﾍﾈﾉ ﾍﾎﾂﾃﾎﾐﾎﾄ"""|"30101810300000000881"
3942|"042520709"|"ﾂﾁﾐﾐ"" ﾂ ﾃ.ﾈﾐﾊﾓﾒﾑﾊﾅ, ﾃ. ﾈﾐﾊﾓﾒﾑﾊ"""|"30101810400000000709"
3943|"042908770"|"ﾔﾎﾐﾀ-ﾁﾀﾍﾊ"" ﾂ ﾃ.ﾊﾀﾋﾓﾃﾀ, ﾃ. ﾊﾀﾋﾓﾃﾀ"""|"30101810000000000770"
3944|"045354817"|"ﾀﾃﾐﾎﾏﾐﾎﾌﾊﾐﾅﾄﾈﾒ"", ﾃ. ﾎﾐﾅﾍﾁﾓﾐﾃ"""|"30101810300000000817"
3945|"045354819"|"ﾖﾅﾍﾒﾐﾀﾋﾜﾍﾎﾅ ﾎﾂﾊ"", ﾃ. ﾎﾐﾅﾍﾁﾓﾐﾃ"""|"30101810900000000819"
3946|"048327701"|"ﾐﾈﾀﾋ-ﾊﾐﾅﾄﾈﾒ""(ﾎﾎﾎ), ﾃ. ﾍﾀﾋﾜﾗﾈﾊ"""|"30101810300000000701"
3947|"041822864"|"ﾐﾓﾑﾞﾃﾁﾀﾍﾊ"", ﾃ. ﾊﾀﾌﾛﾘﾈﾍ"""|"30101810200000000864"
3948|"041909747"|"ﾐﾎﾑﾑﾅﾋﾜﾕﾎﾇﾁﾀﾍﾊ"", ﾃ. ﾂﾎﾋﾎﾃﾄﾀ"""|"30101810700000000747"
3949|"043469731"|"ﾐﾎﾑﾑﾅﾋﾜﾕﾎﾇﾁﾀﾍﾊ"", ﾃ. ﾊﾎﾑﾒﾐﾎﾌﾀ"""|"30101810600000000731"
3950|"044579980"|"ﾍﾐﾊ"", ﾃ. ﾌﾎﾑﾊﾂﾀ"""|"30103810500000000980"
3951|"044583376"|"ﾄﾈﾋ-ﾁﾀﾍﾊ"" (ﾎﾎﾎ), ﾃ. ﾌﾎﾑﾊﾂﾀ"""|"30101810100000000376"
3952|"044583836"|"ﾌﾅﾒﾐﾀﾊﾎﾌﾁﾀﾍﾊ"" ﾂ ﾃ.ﾌﾎﾑﾊﾂﾅ, ﾃ. ﾌﾎﾑﾊﾂﾀ"""|"30101810200000000836"
3953|"045354820"|"ﾒﾐﾀﾍﾑﾊﾐﾅﾄﾈﾒﾁﾀﾍﾊﾀ"" ﾂ ﾃ.ﾎﾐﾅﾍﾁﾓﾐﾃﾅ, ﾃ. ﾎﾐﾅﾍﾁﾓﾐﾃ"""|"30101810300000000820"
3954|"046902704"|"ﾔﾈﾋﾈﾀﾋ ﾎﾀﾎ ﾂﾍﾅﾘﾒﾎﾐﾃﾁﾀﾍﾊ ﾂ ﾃ.ﾒﾎﾌﾑﾊﾅ, ﾃ. ﾒﾎﾌﾑﾊ"|"30101810100000000704"
3955|"047003316"|"ﾒﾓﾋﾜﾑﾊﾈﾉ ﾐﾀﾑﾗﾅﾒﾍﾛﾉ ﾖﾅﾍﾒﾐ"", ﾃ. ﾒﾓﾋﾀ"""|"30103810700000000316"
3956|"040396534"|"ﾌﾎﾑﾊﾎﾂﾑﾊﾈﾉ ﾊﾀﾏﾈﾒﾀﾋ"" (ﾎﾎﾎ) ﾂ ﾃ.ﾑﾎﾗﾈ, ﾃ. ﾑﾎﾗﾈ"""|"30101810900000000534"
3957|"040507860"|"ﾀﾃﾐﾎﾏﾐﾎﾌﾊﾐﾅﾄﾈﾒ"" ""ﾄﾀﾋﾜﾍﾅﾂﾎﾑﾒﾎﾗﾍﾛﾉ"", ﾃ. ﾂﾋﾀﾄﾈﾂﾎﾑﾒﾎﾊ"""|"30101810900000000860"
3958|"040510859"|"ﾏﾐﾈﾑﾊﾎ ﾊﾀﾏﾈﾒﾀﾋ ﾁﾀﾍﾊ"", ﾃ. ﾍﾀﾕﾎﾄﾊﾀ"""|"30101810500000000859"
3959|"040889002"|"ﾏﾓ ﾁﾀﾍﾊﾀ ﾐﾎﾑﾑﾈﾈ ﾊﾐﾀﾑﾍﾎﾐﾅﾗﾅﾍﾑﾊﾎﾅ, ﾃ. ﾕﾀﾁﾀﾐﾎﾂﾑﾊ 41"|
3960|"041946739"|"ﾌﾅﾍﾀﾒﾅﾏ ﾑﾏﾁ"" ﾂ ﾃ.ﾗﾅﾐﾅﾏﾎﾂﾖﾅ, ﾃ. ﾗﾅﾐﾅﾏﾎﾂﾅﾖ"""|"30101810700000000739"
3961|"044030725"|"ﾐﾎﾑﾏﾐﾎﾌﾁﾀﾍﾊ"" (ﾎﾎﾎ), ﾃ. ﾑﾀﾍﾊﾒ-ﾏﾅﾒﾅﾐﾁﾓﾐﾃ"""|"30101810700000000725"
3962|"044583874"|"ﾍﾀﾉﾒﾎﾂ"" (ﾎﾎﾎ), ﾃ. ﾌﾎﾑﾊﾂﾀ"""|"30101810000000000874"
3963|"046850777"|"ﾔﾈﾋﾈﾀﾋ ﾎﾀﾎ ﾁﾀﾍﾊ ﾂﾒﾁ ﾂ ﾃ.ﾒﾀﾌﾁﾎﾂﾅ �. ﾒﾀﾌﾁﾎﾂ"|"30101810400000000777"
3964|"047888771"|"ﾔﾈﾋﾈﾀﾋ ﾎﾀﾎ ﾂﾍﾅﾘﾒﾎﾐﾃﾁﾀﾍﾊ ﾂ ﾃ.ﾟﾐﾎﾑﾋﾀﾂﾋﾅ, ﾃ. ﾟﾐﾎﾑﾋﾀﾂﾋﾜ"|"30101810700000000771"
3965|"044525502"|"ﾌﾁﾀ-ﾌﾎﾑﾊﾂﾀ"" ﾎﾎﾎ, ﾃ. ﾌﾎﾑﾊﾂﾀ"""|"30101810000000000502"
3966|"040173757"|"ﾀﾋﾒﾀﾉﾑﾊﾈﾉ""ﾎﾎﾎ ﾊﾁ""ﾀﾃﾐﾎﾏﾐﾎﾌﾊﾐﾅﾄﾈﾒ"", ﾃ. ﾁﾀﾐﾍﾀﾓﾋ"""|"30101810500000000757"
3967|"043002801"|"ﾐﾎﾑﾑﾅﾋﾜﾕﾎﾇﾁﾀﾍﾊ"", ﾃ. ﾏﾅﾒﾐﾎﾏﾀﾂﾋﾎﾂﾑﾊ-ﾊﾀﾌﾗﾀﾒﾑﾊﾈﾉ"""|"30101810100000000801"
3968|"044583848"|"ﾊﾎﾌﾏﾋﾅﾊﾑ"" (ﾎﾎﾎ), ﾃ. ﾌﾎﾑﾊﾂﾀ"""|"30101810900000000848"
3969|"044599100"|"ﾇﾀﾏﾀﾄﾍﾛﾉ"" ﾎﾎﾎ ﾊﾁ ""ﾁﾀﾍﾊ ﾁﾔﾒ"", ﾃ. ﾌﾎﾑﾊﾂﾀ"""|"30101810500000000100"
3970|"045005787"|"ﾔﾈﾋﾈﾀﾋ ﾒﾐﾀﾍﾑﾊﾐﾅﾄﾈﾒﾁﾀﾍﾊﾀ ﾂ ﾃ.ﾍﾎﾂﾎﾑﾈﾁﾈﾐﾑﾊﾅ, ﾃ. ﾍﾎﾂﾎﾑﾈﾁﾈﾐﾑﾊ"|"30101810500000000787"
3971|"045297826"|"ﾒﾐﾀﾍﾑﾊﾐﾅﾄﾈﾒﾁﾀﾍﾊﾀ"" ﾂ ﾃ.ﾎﾌﾑﾊﾅ, ﾃ. ﾎﾌﾑﾊ"""|"30101810000000000826"
3972|"046311843"|"ﾐﾎﾑﾑﾅﾋﾜﾕﾎﾇﾁﾀﾍﾊ"", ﾃ. ﾑﾀﾐﾀﾒﾎﾂ"""|"30101810500000000843"
3973|"048246934"|"ﾝﾍﾒﾓﾇﾈﾀﾑﾒﾁﾀﾍﾊ"" ﾎﾎﾎ-ﾊﾈﾇﾋﾟﾐ, ﾃ. ﾊﾈﾇﾋﾟﾐ"""|"30101810000000000934"
3974|"042520712"|"ﾈﾐﾊﾓﾒﾑﾊﾈﾉ"" ﾎﾎﾎ ﾂﾋﾊﾁ, ﾃ. ﾈﾐﾊﾓﾒﾑﾊ"""|"30101810400000000712"
3975|"044579254"|"ﾋﾈﾏﾅﾖﾊﾊﾎﾌﾁﾀﾍﾊ"", ﾃ. ﾌﾎﾑﾊﾂﾀ"""|"30101810500000000254"
3976|"044525512"|"ﾁﾀﾍﾊ ﾍﾀﾒﾅﾊﾑﾈﾑ (ﾇﾀﾎ)"", ﾃ. ﾌﾎﾑﾊﾂﾀ"""|"30101810100000000512"
3977|"046015303"|"ﾌﾍﾊﾎ ﾐﾎﾑﾒﾎﾂ-ﾍﾀ-ﾄﾎﾍﾓ"", ﾃ. ﾐﾎﾑﾒﾎﾂ-ﾍﾀ-ﾄﾎﾍﾓ"""|"30103810800000000303"
3978|"046401740"|"ﾕﾎﾋﾌﾑﾊ"" (ﾇﾀﾎ), ﾃ. ﾞﾆﾍﾎ-ﾑﾀﾕﾀﾋﾈﾍﾑﾊ"""|"30101810400000000740"
3979|"047130968"|"ﾒﾞﾌﾅﾍﾑﾊﾈﾉ"" ﾎﾀﾎ ""ﾑﾎﾁﾈﾍﾁﾀﾍﾊ"", ﾃ. ﾒﾞﾌﾅﾍﾜ"""|"30101810800000000968"
3980|"040349530"|"ﾒﾓﾑﾀﾐﾁﾀﾍﾊ"", ﾃ. ﾊﾐﾀﾑﾍﾎﾄﾀﾐ"""|"30101810900000000530"
3981|"044030726"|"ﾑﾅﾂ-ﾇﾀﾏﾀﾄﾍﾛﾉ""ﾔﾈﾋ.ﾎﾎﾎ ﾊﾁ""ﾀﾃﾐﾎﾏﾐﾎﾌﾊﾐﾅﾄﾈﾒ"", ﾃ. ﾑﾀﾍﾊﾒ-ﾏﾅﾒﾅﾐﾁﾓﾐﾃ"""|"30101810000000000726"
3982|"044583517"|"ﾐﾐﾁ"", ﾃ. ﾌﾎﾑﾊﾂﾀ"""|"30101810600000000517"
3983|"045402765"|"ﾃﾀﾇﾝﾍﾅﾐﾃﾎﾏﾐﾎﾌﾁﾀﾍﾊ"" ﾂ ﾃ.ﾎﾐﾅﾋ, ﾃ. ﾎﾐﾅﾋ"""|"30101810000000000765"
3984|"044579516"|"ﾌﾅﾆﾐﾅﾃﾈﾎﾍﾀﾋﾜﾍﾛﾉ ﾐﾀﾑﾗﾅﾒﾍﾛﾉ ﾖﾅﾍﾒﾐ"", ﾃ. ﾌﾎﾑﾊﾂﾀ"""|"30103810000000000516"
3985|"047130970"|"ﾑﾈﾁﾈﾐﾜﾃﾀﾇﾁﾀﾍﾊ"", ﾃ. ﾒﾞﾌﾅﾍﾜ"""|"30101810500000000970"
3986|"040173753"|"ﾃﾀﾇﾏﾐﾎﾌﾁﾀﾍﾊ""(ﾇﾀﾎ)ﾂ ﾃ.ﾁﾀﾐﾍﾀﾓﾋﾅ, ﾃ. ﾁﾀﾐﾍﾀﾓﾋ"""|"30101810300000000753"
3987|"043207782"|"ﾐﾎﾑﾑﾅﾋﾜﾕﾎﾇﾁﾀﾍﾊ"", ﾃ. ﾊﾅﾌﾅﾐﾎﾂﾎ"""|"30101810800000000782"
3988|"044585447"|"ﾑﾒﾐﾓﾊﾒﾓﾐﾀ"" (ﾎﾎﾎ), ﾃ. ﾌﾎﾑﾊﾂﾀ"""|"30101810800000000447"
3989|"044708787"|"ﾔ-ﾋ ﾎﾎﾎ ﾊﾁ ﾔﾈﾍﾀﾍﾑﾎﾂﾛﾉ ﾊﾀﾏﾈﾒﾀﾋ ﾃ.ﾀﾏﾀﾒﾈﾒﾛ, ﾃ. ﾀﾏﾀﾒﾈﾒﾛ"|"30101810200000000787"
3990|"046126792"|"ﾐﾟﾇﾀﾍﾑﾊﾈﾉ"" ﾎﾎﾎ ""ﾏﾐﾎﾌﾐﾅﾃﾈﾎﾍﾁﾀﾍﾊ"", ﾃ. ﾐﾟﾇﾀﾍﾜ"""|"30101810600000000792"
3991|"046536980"|"ﾒﾀﾋﾈﾖﾊﾈﾉ"" ﾎﾎﾎ ﾊﾁ ""ﾓﾐﾀﾋﾔﾈﾍﾀﾍﾑ"", ﾃ. ﾒﾀﾋﾈﾖﾀ"""|"30101810000000000980"
3992|"049304738"|"ﾐﾎﾑﾑﾅﾋﾜﾕﾎﾇﾁﾀﾍﾊ"", ﾃ. ﾊﾛﾇﾛﾋ"""|"30101810400000000738"
3993|"049632002"|"ﾏﾓ ﾁﾀﾍﾊﾀ ﾐﾎﾑﾑﾈﾈ N 94128, ﾃ. ﾃﾐﾎﾇﾍﾛﾉ"|
3994|"049633002"|"ﾏﾓ ﾁﾀﾍﾊﾀ ﾐﾎﾑﾑﾈﾈ N 94131, ﾀﾗﾕﾎﾉ-ﾌﾀﾐﾒﾀﾍ"|
3995|"049805795"|"ﾔﾈﾋﾈﾀﾋ ﾎﾀﾎ ﾂﾍﾅﾘﾒﾎﾐﾃﾁﾀﾍﾊ ﾂ ﾃ.ﾟﾊﾓﾒﾑﾊﾅ, ﾃ. ﾟﾊﾓﾒﾑﾊ"|"30101810000000000795"
3996|"042274880"|"ﾏﾐﾈﾂﾎﾋﾆﾑﾊﾈﾉ ﾐﾅﾃﾈﾎﾍﾀﾋﾜﾍﾛﾉ ﾔ-ﾋ ﾀﾊ ﾏﾐﾎﾌﾒﾎﾐﾃﾁﾀﾍﾊ, ﾃ. ﾄﾇﾅﾐﾆﾈﾍﾑﾊ"|"30101810500000000880"
3997|"048706774"|"ﾑﾅﾂﾅﾐﾃﾀﾇﾁﾀﾍﾊ"", ﾃ. ﾓﾕﾒﾀ"""|"30101810400000000774"
