"id"	"BIK"	"namebanka"	"korschet"	"UpDateFlag"
3═281	"041117720"	"юпуюмцекэяйхи тхкхюк нюн аюмйю лняйбш, ц. юпуюмцекэяй"	"30101810900000000720"	
3═282	"044030796"	"ахм-оерепаспц"" юйа ""ахм"" (нюн), ц. яюмйр-оерепаспц"""	"30101810700000000796"	
3═283	"049011717"	"лнгднйяйхи"" юйа ""апп"" (нюн), ц. лнгднй"""	"30101810500000000717"	
3═284	"041117746"	"юпуюмцекэяйхи"" нюн ""аюкрхмбеяраюмй"", ц. юпуюмцекэяй"""	"30101810900000000746"	
3═285	"044030799"	"аюмй лняйбш"", ц. яюмйр-оерепаспц"""	"30101810600000000799"	
3═286	"048073928"	"цюгопнлаюмй"" (гюн) б ц.сте, ц. стю"""	"30101810300000000928"	
3═287	"044583117"	"лтд-йкхпхмц"", ц. лняйбю"""	"30103810600000000117"	
3═288	"044695537"	"цюгщмепцнопнлаюмй""б ц.бхдмне, ц. бхдмне"""	"30101810900000000537"	
3═289	"040037469"	"аюийнмсп"" нюн ""янахмаюмй"", ц. аюийнмсп"""	"30101810900000000469"	
3═290	"043601979"	"лдл-аюмй"" б ц.яюлюпю, ц. яюлюпю"""	"30101810200000000979"	
3═291	"043807728"	"аюмй лняйбш"", ц. йспяй"""	"30101810000000000728"	
3═292	"044583258"	"пюявермюъ оюкюрю пря"" (ннн), ц. лняйбю"""	"30103810200000000258"	
3═293	"044583541"	"щкхйю"" нюн аюмйю ""рскэяйхи опнлшькеммхй"", ц. лняйбю"""	"30101810100000000541"	
3═294	"044660713"	"нцмх лняйбш"" ""нцмх ондлняйнбэъ"", ц. пюлемяйне"""	"30101810900000000713"	
3═295	"045005763"	"лемюрео яоа"" ц.мнбняхахпяй, ц. мнбняхахпяй"""	"30101810100000000763"	
3═296	"042513881"	"яхайнмрюйр"", ц. сярэ-хкхляй"""	"30101810100000000881"	
3═297	"044442710"	"юбюмцюпд"", ц. люцюдюм"""	"30101810200000000710"	
3═298	"044583158"	"оерпн-ющпн-аюмй"", ц. лняйбю"""	"30101810700000000158"	
3═299	"046902791"	"пняаюмй"", ц. рнляй"""	"30101810100000000791"	
3═300	"041501766"	"апъмяйхи"" нюн ""хлощйяаюмй"", ц. апъмяй"""	"30101810400000000766"	
3═301	"041806855"	"ткнпю-лняйбю"", ц. бнкцнцпюд"""	"30101810400000000855"	
3═302	"042908796"	"йюксфяйхи"" нюн ""хлощйяаюмй"", ц. йюксцю"""	"30101810000000000796"	
3═303	"045005764"	"люй-аюмй""(ннн) б ц.мнбняхахпяйе, ц. мнбняхахпяй"""	"30101810400000000764"	
3═304	"045402758"	"нпкнбяйхи"" нюн ""хлощйяаюмй"", ц. нпек"""	"30101810800000000758"	
3═305	"048702756"	"пецхнмюкэмши"" гюн ""йа ""цсрю-аюмй"", ц. яшйршбйюп"""	"30101810200000000756"	
3═306	"040349978"	"аюмй лняйбш"", ц. йпюямндюп"""	"30101810300000000978"	
3═307	"040349985"	"йпюямндюпяйхи"" нюн ""хлощйяаюмй"", ц. йпюямндюп"""	"30101810500000000985"	
3═308	"042406774"	"хбюмнбяйхи"" нюн ""хлощйяаюмй"", ц. хбюмнбн"""	"30101810400000000774"	
3═309	"045773849"	"щрюкнмаюмй"", ц. оеплэ"""	"30101810900000000849"	
3═310	"046311831"	"хлощйяаюмй"", ц. яюпюрнб"""	"30101810800000000831"	
3═311	"046311833"	"юбрнднп"", ц. яюпюрнб"""	"30103810000000000833"	
3═312	"046401642"	"т-к юй яа пт нюн чфмн-яюуюк.нрдек.N8567, ц. чфмн-яюуюкхмяй"	"30101810100000000642"	
3═313	"046902784"	"рнляйхи"" нюн ""хлощйяаюмй"", ц. рнляй"""	"30101810900000000784"	
3═314	"047144931"	"рчлемэщмепцнаюмй"", ц. яспцср"""	"30101810300000000931"	
3═315	"049202898"	"юйхаюмй"", ц. юкэлерэебяй"""	"30101810100000000898"	
3═316	"040173712"	"аюпмюскэяйхи"" нюн ""янахмаюмй"", ц. аюпмюск"""	"30101810600000000712"	
3═317	"041012791"	"хлощйяаюмй"", ц. акюцнбеыемяй"""	"30101810400000000791"	
3═318	"043002702"	"йюлвюряйхи"" нюн ""хлощйяаюмй"", ц. оерпноюбкнбяй-йюлвюряйхи"""	"30101810500000000702"	
3═319	"043207743"	"аюмйю лняйбш"", ц. йелепнбн"""	"30101810700000000743"	
3═320	"043207795"	"йелепнбяйхи тхкхюк юй опнлрнпцаюмй, ц. йелепнбн"	"30101810800000000795"	
3═321	"043209787"	"аюмй лняйбш"", ц. мнбнйсгмежй"""	"30101810100000000787"	
3═322	"043218788"	"янйнкнбяйхи"", ц. йхяекебяй"""	"30101810800000000788"	
3═323	"044030811"	"яебепн-гюоюдмши гюн ""йа""цсрю-аюмй"", ц. яюмйр-оерепаспц"""	"30101810300000000811"	
3═324	"045005765"	"мнбняхахпяйхи"" нюн ""хлощйяаюмй"", ц. мнбняхахпяй"""	"30101810700000000765"	
3═325	"046311836"	"аюмй лняйбш"", ц. яюпюрнб"""	"30101810300000000836"	
3═326	"047144932"	"хлощйяаюмй"", ц. яспцср"""	"30101810600000000932"	
3═327	"048952736"	"яюпюмяйхи"" нюн ""хлощйяаюмй"", ц. яюпюмяй"""	"30101810500000000736"	
3═328	"049401898"	"хфебяйхи"" нюн ""хлощйяаюмй"", ц. хфебяй"""	"30101810200000000898"	
3═329	"042253800"	"мхфецнпндяйхи"" нюн ""хлощйяаюмй"", ц. мхфмхи мнбцнпнд"""	"30101810200000000800"	
3═330	"044442721"	"люцюдюмяйхи"" нюн ""хлощйяаюмй"", ц. люцюдюм"""	"30101810600000000721"	
3═331	"047888701"	"ъпнякюбяйхи"" нюн ""хлощйяаюмй"", ц. ъпнякюбкэ"""	"30101810000000000701"	
3═332	"040173713"	"хлощйяаюмй"", ц. аюпмюск"""	"30101810900000000713"	
3═333	"044225704"	"хлощйяаюмй"", ц. кхоежй"""	"30101810400000000704"	
3═334	"045773847"	"пняаюмй"", ц. оеплэ"""	"30101810300000000847"	
3═335	"047520950"	"гкюрнсярнбяйхи"" нюн""хлощйяаюмй"", ц. гкюрнсяр"""	"30101810000000000950"	
3═336	"048142722"	"пняаюмй"", ц. скюм-сдщ"""	"30101810900000000722"	
3═337	"049229897"	"юй аюпя""аюмй, ц. гюхмяй"""	"30101810700000000897"	
3═338	"040813767"	"уюаюпнбяйхи"" нюн ""хлощйяаюмй"", ц. уюаюпнбяй"""	"30101810800000000767"	
3═339	"041909735"	"бнкнцндяйхи"" нюн ""ояа"", ц. бнкнцдю"""	"30101810000000000735"	
3═340	"042406773"	"яебепцюгаюмй"", ц. хбюмнбн"""	"30101810100000000773"	
3═341	"042748840"	"йюкхмхмцпюдяйхи"" нюн""хлощйяаюмй"", ц. йюкхмхмцпюд"""	"30101810800000000840"	
3═342	"043678974"	"рнкэъррхмяйхи"" гюн юйа ""цюгаюмй"", ц. рнкэъррх"""	"30101810100000000974"	
3═343	"044525107"	"лхвхмнйс аюмй (лняйбю)"" (гюн), ц. лняйбю"""	"30101810900000000107"	
3═344	"046401710"	"чфмн-яюуюкхмяйхи т-к юй аюмйю лняйбш нюн, ц. чфмн-яюуюкхмяй"	"30101810100000000710"	
3═345	"049213899"	"юй аюпя""аюмй, ц. лемдекеебяй"""	"30101810600000000899"	
3═346	"040304984"	"юмюояйхи"" нюн ""хлощйяаюмй"", ц. юмюою"""	"30101810500000000984"	
3═347	"042007853"	"бнпнмефяйхи""нюн""хлощйяаюмй"", ц. бнпнмеф"""	"30101810700000000853"	
3═348	"044501050"	"юпйн"", ц. лняйбю"""	"30101810200000000050"	
3═349	"046013996"	"рюцюмпнцяйхи""нюн""хлощйяаюмй"", ц. рюцюмпнц"""	"30101810600000000996"	
3═350	"046015997"	"пнярнбяйхи"" нюн ""хлощйяаюмй"", ц. пнярнб-мю-днмс"""	"30101810700000000997"	
3═351	"048268987"	"ъпйх"" нюн ""кеяопнлаюмй""ц.депаемр, ц. депаемр"""	"30101810800000000987"	
3═352	"049207901"	"юй аюпя""аюмй, ц. югмюйюебн"""	"30101810500000000901"	
3═353	"049241902"	"юй аюпя""аюмй, ц. мспкюр"""	"30101810600000000902"	
3═354	"041117793"	"тнмдяепбхяаюмй"", ц. юпуюмцекэяй"""	"30101810500000000793"	
3═355	"041408779"	"йпюямнцбюпдеияйхи"" ""яебепхмбеяраюмйю"", ц. йпюямнцбюпдеияйне"""	"30101810700000000779"	
3═356	"042824916"	"рбепэ"" (нюн), ц. йнмюйнбн"""	"30101810000000000916"	
3═357	"043601981"	"янтхъ"" тхкхюк ""яюлюпяйхи"", ц. яюлюпю"""	"30101810900000000981"	
3═358	"044653796"	"юйюделхвеяйхи"" ""люяреп-аюмй""(нюн), ц. вепмнцнкнбйю лняй.нак."""	"30101810000000000796"	
3═359	"044705778"	"лсплюмяйхи"" нюн ""ояа"", ц. лсплюмяй"""	"30101810700000000778"	
3═360	"045402780"	"люй-аюмй"" (ннн) б ц.нпке, ц. нпек"""	"30101810700000000780"	
3═361	"047102940"	"юкэтю-аюмй"", ц. рчлемэ"""	"30101810100000000940"	
3═362	"047130941"	"тхкхюк нюн бмеьрнпцаюмй б ц.рчлемх, ц. рчлемэ"	"30101810500000000941"	
3═363	"041856849"	"бнкфяйхи"" гюн ""йа ""цсрю-аюмй"", ц. бнкфяйхи"""	"30101810000000000849"	
3═364	"042748863"	"йюкхмхмцпюдяйхи"" нюн ""янахмаюмй"", ц. йюкхмхмцпюд"""	"30101810900000000863"	
3═365	"043886764"	"фекегмнцнпяйхи"" нюн ""хлощйяаюмй"", ц. фекегмнцнпяй"""	"30101810700000000764"	
3═366	"045402775"	"бапп"" б ц.нпке, ц. нпек"""	"30101810100000000775"	
3═367	"046577964"	"ейюрепхмаспцяйхи"" нюн""юкэтю-аюмй"", ц. ейюрепхмаспц"""	"30101810100000000964"	
3═368	"048141724"	"аюийюкаюмйю"", я. оерпноюбкнбйю"""	"30101810600000000724"	
3═369	"048860720"	"иньйюп-нкхмяйхи""гюн""йа""цсрю-аюмй"", ц. иньйюп-нкю"""	"30101810100000000720"	
3═370	"040702791"	"ярюбпнонкэяйхи"" нюн""хлощйяаюмй"", ц. ярюбпнонкэ"""	"30101810100000000791"	
3═371	"043735867"	"йспцюмяйхи"" нюн ""юкэтю-аюмй"", ц. йспцюм"""	"30101810100000000867"	
3═372	"043735880"	"йспцюмяйхи"" нюн юйа ""юбюмцюпд"", ц. йспцюм"""	"30101810200000000880"	
3═373	"044661783"	"рйа""), ц. йнпнкеб"""	"30101810500000000783"	
3═374	"046027998"	"тнмдяепбхяаюмй"", ц. пнярнб-мю-днмс"""	"30101810100000000998"	
3═375	"048205991"	"янкрюиг"" ннн ""щяхдаюмй"", ц. асимюйяй"""	"30101810600000000991"	
3═376	"041117759"	"пняяхияйхи йюохрюк"" юпуюмцекэяйхи, ц. юпуюмцекэяй"""	"30101810900000000759"	
3═377	"043207739"	"йсгаюяяйхи"" гюн ""йа ""цсрю-аюмй"", ц. йелепнбн"""	"30101810400000000739"	
3═378	"044030819"	"ункдхмбеяраюмй"" б яоа, ц. яюмйр-оерепаспц"""	"30101810700000000819"	
3═379	"046015999"	"т-к нюн бмеьрнпцаюмй б ц.пнярнбе-мю-днмс, ц. пнярнб-мю-днмс"	"30101810300000000999"	
3═380	"046311834"	"тхкхюк нюн бмеьрнпцаюмй б ц.яюпюрнбе, ц. яюпюрнб"	"30101810700000000834"	
3═381	"040813805"	"аюмй лняйбш"", ц. уюаюпнбяй"""	"30101810500000000805"	
3═382	"041424797"	"ярюпнняйнкэяйхи"" нюн ""хлощйяаюмй"", ц. ярюпши няйнк"""	"30101810300000000797"	
3═383	"041946738"	"вепеонбежйхи"" нюн ""хлощйяаюмй"", ц. вепеонбеж"""	"30101810400000000738"	
3═384	"044206752"	"дхюкнц-норхл "" (ннн), ц. кхоежй"""	"30101810600000000752"	
3═385	"046577965"	"ейюрепхмаспцяйхи тхкхюк аюмйю лняйбш, ц. ейюрепхмаспц"	"30101810400000000965"	
3═386	"040407967"	"йпюямнъпяйхи тхкхюк аюмйю лняйбш, ц. йпюямнъпяй"	"30101810900000000967"	
3═387	"040507848"	"бкюдхбнярнйяйхи тхкхюк аюмйю лняйбш"", ц. бкюдхбнярнй"""	"30101810100000000848"	
3═388	"041806857"	"бнкцнцпюдяйхи"" нюн ""юкэтю-аюмй"", ц. бнкцнцпюд"""	"30101810000000000857"	
3═389	"041806858"	"бнкцнцпюдяйхи"" нюн ""янахмаюмй"", ц. бнкцнцпюд"""	"30101810300000000858"	
3═390	"044660773"	"фсйнбяйхи"" гюн ""йа ""цсрю-аюмй"", ц. фсйнбяйхи"""	"30101810500000000773"	
3═391	"045005770"	"мнлня-аюмйю"" (гюн), ц. мнбняхахпяй"""	"30101810300000000770"	
3═392	"045339802"	"нпяйхи тхкхюк аюмйю лняйбш"", ц. нпяй"""	"30101810600000000802"	
3═393	"045354804"	"нпемаспцяйхи тхкхюк аюмйю лняйбш"", ц. нпемаспц"""	"30101810300000000804"	
3═394	"046614759"	"ялнкемяйхи"" нюн ""хлощйяаюмй"", ц. ялнкемяй"""	"30101810200000000759"	
3═395	"047003778"	"рскэяйхи"" нюн ""хлощйяаюмй"", ц. рскю"""	"30101810900000000778"	
3═396	"040507849"	"бкюдхбнярнйяйхи""нюн""хлощйяаюмй"", ц. бкюдхбнярнй"""	"30101810400000000849"	
3═397	"044030825"	"яюмйр-оерепаспцяйхи""нюн юйа""юбюмцюпд"", ц. яюмйр-оерепаспц"""	"30101810600000000825"	
3═398	"044552786"	"юкэрю-аюмй"" б ц.йпюямнцнпяйе, ц. йпюямнцнпяй"""	"30101810000000000786"	
3═399	"045773850"	"оепляйхи"" нюн ""янахмаюмй"", ц. оеплэ"""	"30101810300000000850"	
3═400	"047003714"	"аюмй лняйбш"", ц. рскю"""	"30101810100000000714"	
3═401	"047130942"	"янчгмши"" б ц.рчлемх, ц. рчлемэ"""	"30101810800000000942"	
3═402	"048602802"	"аюпемжаюмй"" ннн, ц. оерпнгюбндяй"""	"30101810400000000802"	
3═403	"049229907"	"юбрнцпюдаюмй"", ц. гюхмяй"""	"30101810700000000907"	
3═404	"049232906"	"бнкцю-йпедхр"" рюрюпяйхи, ц. мюаепефмше векмш"""	"30101810400000000906"	
3═405	"049805729"	"ъйсряйхи"" нюн ""янахмаюмй"", ц. ъйсряй"""	"30101810500000000729"	
3═406	"042520883"	"хпйсряйхи"" гюн ""йа ""цсрю-аюмй"", ц. хпйсряй"""	"30101810300000000883"	
3═407	"043207760"	"йелепнбяйхи"" нюн ""янахмаюмй"", ц. йелепнбн"""	"30101810000000000760"	
3═408	"047102943"	"рчлемяйхи"" гюн ""йа ""цсрю-аюмй"", ц. рчлемэ"""	"30101810000000000943"	
3═409	"040349997"	"йпюямндюп"" гюн юйа ""мнбхйнлаюмй"", ц. йпюямндюп"""	"30101810200000000997"	
3═410	"040407776"	"яхахпяйне нбй"" нюн, ц. йпюямнъпяй"""	"30101810900000000776"	
3═411	"041203763"	"тхкхюк нюн бмеьрнпцаюмй б ц.юярпюуюмх, ц. юярпюуюмэ"	"30101810300000000763"	
3═412	"044030835"	"тхк. N2 аюмйю гемхр б ц.яюмйр-оерепаспце, ц. яюмйр-оерепаспц"	"30101810700000000835"	
3═413	"044959716"	"мнбцнпндяйхи тхкхюк юбрнаюмй-мхйник, ц. бекхйхи мнбцнпнд"	"30101810600000000716"	
3═414	"041424798"	"ярюпнняйнкэяйхи"" гюн ""йа ""цсрю-аюмй"", ц. ярюпши няйнк"""	"30101810600000000798"	
3═415	"042511884"	"апюряйхи"" гюн ""йа ""цсрю-аюмй"", ц. апюряй"""	"30101810200000000884"	
3═416	"043678984"	"рнкэъррхмяйхи"" гюн ""йа ""цсрю-аюмй"", ц. рнкэъррх"""	"30101810200000000984"	
3═417	"045218817"	"нляйхи"" нюн ""янахмаюмй"", ц. нляй"""	"30101810700000000817"	
3═418	"045297814"	"нляйхи"" нюн ""юкэтю-аюмй"", ц. нляй"""	"30101810300000000814"	
3═419	"047003743"	"пняаюмй"", ц. рскю"""	"30101810100000000743"	
3═420	"048235993"	"фюбюр"" ннн ""щяхдаюмй"", я. йюпюасдюуйемр"""	"30101810100000000993"	
3═421	"040173716"	"юкрюияйхи"" гюн ""йа ""цсрю-аюмй"", ц. аюпмюск"""	"30101810800000000716"	
3═422	"041203779"	"юярпюуюмяйхи"" гюн йа ""цсрю-аюмй"", ц. юярпюуюмэ"""	"30101810200000000779"	
3═423	"044030849"	"лха"", ц. яюмйр-оерепаспц"""	"30101810000000000849"	
3═424	"045218815"	"нляйхи"" нюн ""хлощйяаюмй"", ц. нляй"""	"30101810100000000815"	
3═425	"045297816"	"яхаюйюделаюмй"", ц. нляй"""	"30101810900000000816"	
3═426	"045766855"	"спюк тд"", ц. аепегмхйх"""	"30101810200000000855"	
3═427	"040396996"	"аюмй лняйбш"", ц. янвх"""	"30101810700000000996"	
3═428	"043602955"	"яюлюпяйхи"" гюн ""йа ""цсрю-аюмй"", ц. яюлюпю"""	"30101810700000000955"	
3═429	"044030853"	"яюмйр-оерепаспц"" нюн ""янахмаюмй"", ц. яюмйр-оерепаспц"""	"30101810300000000853"	
3═430	"044525109"	"юцпнопнлйпедхр"", ц. лняйбю"""	"30101810500000000109"	
3═431	"045218818"	"нляйхи тхкхюк юбрнаюмй-мхйник, ц. нляй"	"30101810000000000818"	
3═432	"048723755"	"пняопнлаюмй"" (ннн) б ц.сяхмяйе, ц. сяхмяй"""	"30101810400000000755"	
3═433	"049401720"	"лха"", ц. хфебяй"""	"30101810200000000720"	
3═434	"044705301"	"лсплюмяйхи пюявермши жемрп"", ц. лсплюмяй"""	"30103810900000000301"	
3═435	"045354809"	"нпемаспцяйхи"" нюн ""юкэтю-аюмй"", ц. нпемаспц"""	"30101810800000000809"	
3═436	"043807772"	"цюгщмепцнопнлаюмй"" б ц.йспяйе, ц. йспяй"""	"30101810700000000772"	
3═437	"044653797"	"цюгщмепцнопнлаюмй"", ц. оюбкнбяйхи оняюд"""	"30101810300000000797"	
3═438	"045744856"	"аюмй лняйбш"", ц. оеплэ"""	"30101810100000000856"	
3═439	"045766858"	"аепегмхйнбяйхи тхкхюк аюмйю лняйбш"", ц. аепегмхйх"""	"30101810100000000858"	
3═440	"048142737"	"аюмй лняйбш"", ц. скюм-сдщ"""	"30101810500000000737"	
3═441	"040349995"	"лемюрео яоа""бц.йпюямндюп, ц. йпюямндюп"""	"30101810600000000995"	
3═442	"040507851"	"дюкэмебнярнвмши"" нюн""юкэтю-аюмй"", ц. бкюдхбнярнй"""	"30101810100000000851"	
3═443	"040888002"	"ос аюмйю пняяхх гюбндяйне, о. гюберш хкэхвю"	""	
3═444	"042908765"	"ярпюрецхъ"", ц. йюксцю"""	"30101810400000000765"	
3═445	"045209819"	"нляйхи тхкхюк аюмйю лняйбш"", ц. нляй"""	"30101810900000000819"	
3═446	"045773851"	"оепляйхи"" нюн ""юкэтю-аюмй"", ц. оеплэ"""	"30101810600000000851"	
3═447	"046910798"	"рнляйхи тхкхюк аюмйю лняйбш, ц. рнляй"	"30101810700000000798"	
3═448	"047501954"	"рчлемэщмепцнаюмй"", ц. векъахмяй"""	"30101810500000000954"	
3═449	"042202835"	"опнлябъгэаюмй"", ц. мхфмхи мнбцнпнд"""	"30101810600000000835"	
3═450	"044583933"	"псяэпецхнмаюмй"", ц. лняйбю"""	"30101810200000000933"	
3═451	"046015201"	"пнярнбяйхи"" гюн ""йа ""цсрю-аюмй"", ц. пнярнб-мю-днмс"""	"30101810700000000201"	
3═452	"047601800"	"юяа-аюмй"" б ц.вхре, ц. вхрю"""	"30101810900000000800"	
3═453	"047802002"	"ос аюмйю пняяхх рнкасухмяйне, ц. ъпнякюбкэ"	""	
3═454	"049401722"	"хфебяйхи"" та ""дхюкнц-норхл"" (ннн), ц. хфебяй"""	"30101810800000000722"	
3═455	"044030854"	"яюмйр-оерепаспцяйхи"" юйа ""янтхъ"", ц. яюмйр-оерепаспц"""	"30101810600000000854"	
3═456	"040349981"	"хай"", ц. йпюямндюп"""	"30101810300000000981"	
3═457	"042520885"	"хпйсряйхи"" нюн ""хлощйяаюмй"", ц. хпйсряй"""	"30101810900000000885"	
3═458	"044583784"	"цюгщмепцнопнлаюмй""ц.ухлйх, ц. ухлйх"""	"30101810200000000784"	
3═459	"044695709"	"опнрбхмяйхи"" гюн ""йа ""цсрю-аюмй"", ц. опнрбхмн"""	"30101810000000000709"	
3═460	"046902790"	"яхахпяйне нбй"" нюн, ц. рнляй"""	"30101810800000000790"	
3═461	"041708764"	"нонкэе""гюн""пеяосакхйюмяйхи аюмй"", ц. бкюдхлхп"""	"30101810100000000764"	
3═462	"044106793"	"йхмцхяеоояйхи т-к аюмйю рюбпхвеяйхи нюн, ц. йхмцхяеоо"	"30101810300000000793"	
3═463	"044660732"	"цюгщмепцнопнлаюмй"" б ц.пюлемяйне, ц. пюлемяйне"""	"30101810800000000732"	
3═464	"044583581"	"пняаюмй"", ц. йпюямнцнпяй"""	"30101810500000000581"	
3═465	"045309812"	"нпяйхмдсярпхъаюмй"", ц. цюи"""	"30101810800000000812"	
3═466	"049304711"	"яхахпяйне нбй"" нюн, ц. йшгшк"""	"30101810100000000711"	
3═467	"044030855"	"пняяхияйхи йюохрюк"" я-оерепаспцяйхи, ц. яюмйр-оерепаспц"""	"30101810900000000855"	
3═468	"044583103"	"нпя"" (нюн), ц. лняйбю"""	"30103810300000000103"	
3═469	"044585177"	"яюпнбахгмеяаюмй"", ц. лняйбю"""	"30101810400000000177"	
3═470	"044651793"	"деднбяйхи"" йа ""цсрю-аюмй"", ц. деднбяй"""	"30101810300000000793"	
3═471	"042520886"	"хпйсряйхи тхкхюк юбрнаюмй-мхйник, ц. хпйсряй"	"30101810200000000886"	
3═472	"044583950"	"аюярхнм-йпедхр"" юяа ""аюярхнм"" б ц.лняйбе, ц. лняйбю"""	"30101810500000000950"	
3═473	"046577966"	"лдл-аюмй"" б ц.ейюрепхмаспц, ц. ейюрепхмаспц"""	"30101810700000000966"	
3═474	"044030857"	"апп"" (нюн), ц. яюмйр-оерепаспц"""	"30101810500000000857"	
3═475	"046510941"	"яебепмюъ йюгмю"" нюн ""цнпмнгюбндяйни"", ц. мхфмхи рюцхк"""	"30101810900000000941"	
3═476	"049205910"	"юбрнцпюдаюмй"", ц. йюгюмэ"""	"30101810500000000910"	
3═477	"044030859"	"яюмйр-оерепаспцяйхи тхк.юй опнлрнпцаюмй, ц. яюмйр-оерепаспц"	"30101810100000000859"	
3═478	"041117711"	"ояа"", ц. юпуюмцекэяй"""	"30101810100000000711"	
3═479	"041117724"	"янахмаюмй"", ц. юпуюмцекэяй"""	"30101810100000000724"	
3═480	"045004777"	"пняяхияйхи йюохрюк"" мнбняхахпяйхи, ц. мнбняхахпяй"""	"30101810500000000777"	
3═481	"042506889"	"рпюмямюжхнмюкэмши аюмй"" (ннн), ц. андюиан"""	"30101810900000000889"	
3═482	"040173791"	"яхахпяйне нбй"" нюн, ц. аюпмюск"""	"30101810100000000791"	
3═483	"040395993"	"мнбнпняяхияйхи"" нюн ""янахмаюмй"", ц. мнбнпняяхияй"""	"30101810900000000993"	
3═484	"044012000"	"йж цс аюмйю пняяхх он ц.яюмйр-оерепаспцс, ц. яюмйр-оерепаспц"	""	
3═485	"044661891"	"йнпнкебяйхи"" нюн ""янахмаюмй"", ц. йнпнкеб"""	"30101810900000000891"	
3═486	"046614762"	"абр"" (ннн)б ц.ялнкемяйе, ц. ялнкемяй"""	"30101810200000000762"	
3═487	"040401789"	"яхахпяйне нбй"" нюн, ц. лхмсяхмяй"""	"30101810500000000789"	
3═488	"042520890"	"яхахпяйне нбй"" нюн, ц. хпйсряй"""	"30101810500000000890"	
3═489	"044611792"	"цюгщмепцнопнлаюмй""мюпн-тнлхмяй, ц. мюпн-тнлхмяй"""	"30101810800000000792"	
3═490	"045354815"	"нпемаспцяйхи"" нюн юйа ""юбюмцюпд"", ц. нпемаспц"""	"30101810700000000815"	
3═491	"047130946"	"рчлемяйхи тхкхюк аюмйю лняйбш, ц. рчлемэ"	"30101810000000000946"	
3═492	"041012702"	"та дюкэмебнярнвмненбй нюн ц акюцнбеыемяй, ц. акюцнбеыемяй"	"30101810800000000702"	
3═493	"044525110"	"йа декэрюйпедхр"", ц. лняйбю"""	"30101810900000000110"	
3═494	"047601747"	"яхахпяйне н.б.й."" нюн, ц. вхрю"""	"30101810500000000747"	
3═495	"048268997"	"яюкчя"" ннн ""щяхдаюмй"", ц. депаемр"""	"30101810900000000997"	
3═496	"040507853"	"та дюкэмебнярнвмненбй нюн ц бкюдхбнярнй, ц. бкюдхбнярнй"	"30101810700000000853"	
3═497	"043207769"	"яхахпяйне нбй"" нюн, ц. йелепнбн"""	"30101810700000000769"	
3═498	"045209820"	"яхахпяйне нбй"" нюн, ц. нляй"""	"30101810300000000820"	
3═499	"045218821"	"лдл-аюмй"" б ц.нляй, ц. нляй"""	"30101810000000000821"	
3═500	"047631746"	"мебяйхи аюмй"", оцр. оепбнлюияйхи"""	"30101810100000000746"	
3═501	"040539854"	"дюкэмебнярнвмши аюмй"", ц. дюкэмепевемяй"""	"30101810700000000854"	
3═502	"040702787"	"тхкхюк юйа ебпнтхмюмя лнямюпаюмй,ярюбпнонкэ, ц. ярюбпнонкэ"	"30101810800000000787"	
3═503	"041908733"	"яебепцюгаюмй"", ц. бекхйхи сярчц"""	"30101810500000000733"	
3═504	"041912730"	"яебепцюгаюмй"", ц. бшрецпю"""	"30101810500000000730"	
3═505	"043207791"	"лдл-аюмй"" б ц.йелепнбн, ц. йелепнбн"""	"30101810600000000791"	
3═506	"044552698"	"ямца"", ц. лняйбю"""	"30101810800000000698"	
3═507	"046311837"	"оерпнйнллепж"" б ц.яюпюрнбе, ц. яюпюрнб"""	"30101810600000000837"	
3═508	"048246998"	"щдфюлл"" ннн ""щяхдаюмй"", ц. йхгкъп"""	"30101810800000000998"	
3═509	"048702746"	"яебепцюгаюмй"", ц. яшйршбйюп"""	"30101810100000000746"	
3═510	"048717786"	"яебепцюгаюмй"", ц. янямнцнпяй"""	"30101810300000000786"	
3═511	"048718744"	"яебепцюгаюмй"", ц. бнпйсрю"""	"30101810200000000744"	
3═512	"041013708"	"дюкэйнлаюмй"" ршмдхмяйхи, ц. ршмдю"""	"30101810500000000708"	
3═513	"044030862"	"бмеьюцпнаюмй"", ц. яюмйр-оерепаспц"""	"30101810100000000862"	
3═514	"040702789"	"ярюбпнонкэяйхи тхкхюк юбрнаюмй-мхйник, ц. ярюбпнонкэ"	"30101810400000000789"	
3═515	"047003792"	"рскэяйхи"" ннн йа ""юпеяаюмй"", ц. рскю"""	"30101810300000000792"	
3═516	"047003795"	"оерпнбйю"", ц. рскю"""	"30101810200000000795"	
3═517	"049202913"	"юй аюпя""аюмй, ц. юкэлерэебяй"""	"30101810700000000913"	
3═518	"049208914"	"юхйа""рюртнмдаюмй"", ц. гекемнднкэяй"""	"30101810400000000914"	
3═519	"040724783"	"еяяемрсйяйхи""нюн""хлощйяаюмй"", ц. еяяемрсйх"""	"30101810000000000783"	
3═520	"045005772"	"якюбъмяйхи аюмй"" б мнбняхахпяйе, ц. мнбняхахпяй"""	"30101810900000000772"	
3═521	"049212915"	"юй аюпя""аюмй, ц. асхмяй"""	"30101810600000000915"	
3═522	"040715782"	"ледхмбеяраюмй"", ц. йхякнбндяй"""	"30101810300000000782"	
3═523	"041806859"	"бнкцнцпюдяйхи"" нюн ""хлощйяаюмй"", ц. бнкцнцпюд"""	"30101810600000000859"	
3═524	"042852905"	"рбепэ"" (нюн), ц. ярюпхжю"""	"30101810700000000905"	
